Date,Name,Year,Letterboxd URI,Rating
2019-01-18,Get Out,2017,https://boxd.it/eOCm,5
2019-01-18,Pulp Fiction,1994,https://boxd.it/29Pq,2
2019-01-18,The Dark Knight,2008,https://boxd.it/2b0k,3
2019-01-18,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,4
2019-01-18,Inception,2010,https://boxd.it/1skk,2
2019-01-18,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,4
2019-01-18,Fight Club,1999,https://boxd.it/2a9q,3
2019-01-18,The Wolf of Wall Street,2013,https://boxd.it/3C1m,3
2019-01-18,The Shining,1980,https://boxd.it/29Nu,4
2019-01-18,Inglourious Basterds,2009,https://boxd.it/1JzG,3
2019-01-18,Inside Out,2015,https://boxd.it/4KHC,3
2019-01-18,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,5
2019-01-18,Star Wars,1977,https://boxd.it/72s,4
2019-01-18,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4
2019-01-18,Drive,2011,https://boxd.it/IG,4
2019-01-18,The Martian,2015,https://boxd.it/8SeG,4
2019-01-18,The Godfather,1972,https://boxd.it/2aNK,4
2019-01-18,The Empire Strikes Back,1980,https://boxd.it/27Vw,4
2019-01-18,The Social Network,2010,https://boxd.it/17ue,4
2019-01-18,Kill Bill: Vol. 1,2003,https://boxd.it/70w,1
2019-01-18,The Silence of the Lambs,1991,https://boxd.it/2aHW,4
2019-01-18,Se7en,1995,https://boxd.it/29zs,4
2019-01-18,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,1
2019-01-18,Nightcrawler,2014,https://boxd.it/780m,4
2019-01-18,Hereditary,2018,https://boxd.it/hNVe,5
2019-01-18,Jurassic Park,1993,https://boxd.it/2aA2,5
2019-01-18,Forrest Gump,1994,https://boxd.it/728,5
2019-01-18,Spirited Away,2001,https://boxd.it/2b4m,5
2019-01-18,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,2
2019-01-18,The Shawshank Redemption,1994,https://boxd.it/2aHi,3
2019-01-18,Moonrise Kingdom,2012,https://boxd.it/2Wng,3
2019-01-18,Room,2015,https://boxd.it/7T0y,4
2019-01-18,Reservoir Dogs,1992,https://boxd.it/2agc,3
2019-01-18,Psycho,1960,https://boxd.it/2ab2,4
2019-01-18,Up,2009,https://boxd.it/1OEc,4
2019-01-18,Return of the Jedi,1983,https://boxd.it/27Vm,4
2019-01-18,GoodFellas,1990,https://boxd.it/29FA,4
2019-01-18,The Truman Show,1998,https://boxd.it/18U8,1
2019-01-18,Split,2016,https://boxd.it/dgSy,1
2019-01-18,The Witch,2015,https://boxd.it/9X0m,4.5
2019-01-18,Jaws,1975,https://boxd.it/2a5e,4
2019-01-18,Zodiac,2007,https://boxd.it/27MO,4
2019-01-18,Pan's Labyrinth,2006,https://boxd.it/28No,4
2019-01-18,Spotlight,2015,https://boxd.it/a84k,4
2019-01-18,Finding Nemo,2003,https://boxd.it/72i,5
2019-01-18,Shutter Island,2010,https://boxd.it/1U82,1.5
2019-01-18,Moana,2016,https://boxd.it/8tfY,3.5
2019-01-18,It Follows,2014,https://boxd.it/87wo,2.5
2019-01-18,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3.5
2019-01-18,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,3.5
2019-01-18,The Imitation Game,2014,https://boxd.it/6aig,4
2019-01-18,Schindler's List,1993,https://boxd.it/2aq2,4.5
2019-01-18,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2019-01-18,Die Hard,1988,https://boxd.it/2a7u,3
2019-01-18,Silver Linings Playbook,2012,https://boxd.it/2TTo,3
2019-01-18,"Monsters, Inc.",2001,https://boxd.it/2a46,4
2019-01-18,Apocalypse Now,1979,https://boxd.it/6ZS,3
2019-01-18,Avatar,2009,https://boxd.it/1Efm,0.5
2019-01-18,The Big Short,2015,https://boxd.it/ajZw,3.5
2019-01-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,3.5
2019-01-18,Oldboy,2003,https://boxd.it/29R2,4
2019-01-18,Trainspotting,1996,https://boxd.it/29XY,2
2019-01-18,Finding Dory,2016,https://boxd.it/4aAA,4
2019-01-18,Halloween,1978,https://boxd.it/2wRu,3.5
2019-01-18,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US,4
2019-01-18,The Cabin in the Woods,2011,https://boxd.it/1zOc,4
2019-01-18,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,3
2019-01-18,Citizen Kane,1941,https://boxd.it/71O,3
2019-01-18,Casablanca,1942,https://boxd.it/2aG0,3
2019-01-18,The Babadook,2014,https://boxd.it/77xu,3.5
2019-01-18,Catch Me If You Can,2002,https://boxd.it/29VS,4
2019-01-18,Bird Box,2018,https://boxd.it/eh1i,4
2019-02-12,Velvet Buzzsaw,2019,https://boxd.it/gAy0,3
2019-02-16,Halloween,2018,https://boxd.it/f0uE,4
2019-02-16,Rosemary's Baby,1968,https://boxd.it/29zM,3
2019-02-16,The Exorcist,1973,https://boxd.it/1Yoo,3.5
2019-02-16,The Conjuring,2013,https://boxd.it/4sr2,3
2019-02-16,It Comes at Night,2017,https://boxd.it/eLuk,3
2019-02-16,Carrie,1976,https://boxd.it/20ZQ,3
2019-02-16,28 Days Later,2002,https://boxd.it/2aXU,2.5
2019-02-16,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,3.5
2019-02-16,The Evil Dead,1981,https://boxd.it/29Go,3.5
2019-02-16,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2019-02-16,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,3
2019-02-16,I Am Legend,2007,https://boxd.it/21DG,2.5
2019-02-16,The Birds,1963,https://boxd.it/2a6m,3
2019-02-16,Gremlins,1984,https://boxd.it/29gg,3
2019-02-16,The Conjuring 2,2016,https://boxd.it/7GJg,2.5
2019-02-16,Saw,2004,https://boxd.it/2aWW,4
2019-02-16,Evil Dead II,1987,https://boxd.it/29Ge,3
2019-02-16,Night of the Living Dead,1968,https://boxd.it/1WwA,3
2019-02-16,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS,2.5
2019-02-16,Hush,2016,https://boxd.it/d5ys,3.5
2019-02-16,From Dusk Till Dawn,1996,https://boxd.it/29HQ,3
2019-02-16,Poltergeist,1982,https://boxd.it/2a0o,3.5
2019-02-16,Nosferatu,1922,https://boxd.it/29TM,3
2019-02-16,The Purge,2013,https://boxd.it/4Xg0,3
2019-02-16,Insidious,2010,https://boxd.it/H4k,3
2019-02-16,The Others,2001,https://boxd.it/27Po,3
2019-02-16,Gerald's Game,2017,https://boxd.it/buKa,2.5
2019-02-16,The Visit,2015,https://boxd.it/9ssO,3
2019-02-16,Evil Dead,2013,https://boxd.it/3GPq,4
2019-02-16,Antichrist,2009,https://boxd.it/1Inu,3
2019-02-16,Warm Bodies,2013,https://boxd.it/2TFm,3
2019-02-16,The Ring,2002,https://boxd.it/2a70,3
2019-02-16,You're Next,2011,https://boxd.it/2WWK,2.5
2019-02-16,Army of Darkness,1992,https://boxd.it/29G4,3.5
2019-02-16,The Mist,2007,https://boxd.it/22r2,3
2019-02-16,Friday the 13th,1980,https://boxd.it/24fs,3.5
2019-02-16,The Ritual,2017,https://boxd.it/fo0I,3
2019-02-16,Paranormal Activity,2007,https://boxd.it/1yIM,3.5
2019-02-16,Sinister,2012,https://boxd.it/2TnW,3
2019-02-16,Audition,1999,https://boxd.it/1UHm,4
2019-02-16,Drag Me to Hell,2009,https://boxd.it/1Jzw,2.5
2019-02-16,Oculus,2013,https://boxd.it/4W9M,2.5
2019-02-16,The Woman in Black,2012,https://boxd.it/4wu,2.5
2019-02-16,The Omen,1976,https://boxd.it/29By,4
2019-02-16,Mama,2013,https://boxd.it/4i9s,3
2019-02-16,Orphan,2009,https://boxd.it/1CgM,3.5
2019-02-16,Saw II,2005,https://boxd.it/2aRs,3
2019-02-16,Christine,1983,https://boxd.it/1ZRQ,4
2019-02-16,The Strangers,2008,https://boxd.it/1VGY,4
2019-02-16,1408,2007,https://boxd.it/25Vu,3
2019-02-16,Silent Hill,2006,https://boxd.it/2a3C,3
2019-02-16,Candyman,1992,https://boxd.it/1Ys6,3
2019-02-16,"As Above, So Below",2014,https://boxd.it/7yui,2.5
2019-02-16,V/H/S,2012,https://boxd.it/2Y1c,4
2019-02-16,Hostel,2005,https://boxd.it/28ig,4
2019-02-16,Halloween,2007,https://boxd.it/27u6,3.5
2019-02-16,Creep 2,2017,https://boxd.it/dSEO,3.5
2019-02-16,Jeepers Creepers,2001,https://boxd.it/1ZAg,3
2019-02-16,Slither,2006,https://boxd.it/1Zks,3
2019-02-16,The Devil's Rejects,2005,https://boxd.it/28hC,4
2019-02-16,The Hills Have Eyes,2006,https://boxd.it/1XNC,3.5
2019-02-16,Saw IV,2007,https://boxd.it/29Sa,3
2019-02-16,The Grudge,2004,https://boxd.it/27Jq,4
2019-02-16,Children of the Corn,1984,https://boxd.it/1ViW,3.5
2019-02-16,Paranormal Activity 2,2010,https://boxd.it/ZnO,2.5
2019-02-16,V/H/S/2,2013,https://boxd.it/4Ysw,2.5
2019-02-16,The Human Centipede (First Sequence),2009,https://boxd.it/18Tu,3
2019-02-16,Housebound,2014,https://boxd.it/7qOk,2.5
2019-02-16,Rubber,2010,https://boxd.it/P2m,3
2019-02-16,Saw V,2008,https://boxd.it/1SMa,2.5
2019-02-16,John Dies at the End,2012,https://boxd.it/2BSW,2
2019-02-16,Snakes on a Plane,2006,https://boxd.it/2aAw,3
2019-02-16,The Eyes of My Mother,2016,https://boxd.it/cTd8,5
2019-02-16,The Crazies,2010,https://boxd.it/1nvW,3.5
2019-02-16,House of Wax,2005,https://boxd.it/1XaU,3
2019-02-16,Pontypool,2008,https://boxd.it/1yBw,3
2019-02-16,Saw 3D,2010,https://boxd.it/Znk,2.5
2019-02-16,Cabin Fever,2002,https://boxd.it/1TAu,3
2019-02-16,Saw VI,2009,https://boxd.it/1A2y,3
2019-02-16,XX,2017,https://boxd.it/9pU6,4
2019-02-16,A Serbian Film,2010,https://boxd.it/2wBc,2.5
2019-02-17,The Sacrament,2013,https://boxd.it/6iEY,3
2019-02-18,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2,3
2019-02-25,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3
2019-03-26,Us,2019,https://boxd.it/gnV6,4
2019-04-01,The Dirt,2019,https://boxd.it/aGN4,3
2019-04-01,The Dawn Wall,2017,https://boxd.it/hCP0,4.5
2019-04-01,Lady Bird,2017,https://boxd.it/dGNE,3.5
2019-04-01,Jurassic World,2015,https://boxd.it/4n0g,3
2019-04-01,Green Room,2015,https://boxd.it/a75m,3.5
2019-04-01,Apostle,2018,https://boxd.it/f0so,3.5
2019-04-30,Friday the 13th,2009,https://boxd.it/1QAw,2.5
2020-01-07,Marriage Story,2019,https://boxd.it/hJAw,3
2020-01-07,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,4
2020-01-07,It,2017,https://boxd.it/bC8e,4
2020-01-07,Raw,2016,https://boxd.it/dLd2,5
2020-01-08,Free Solo,2018,https://boxd.it/iEEq,4.5
2020-01-11,Casting JonBenet,2017,https://boxd.it/fgXM,3.5
2020-01-26,Midsommar,2019,https://boxd.it/jhxe,4.5
2020-02-24,Parasite,2019,https://boxd.it/hTha,5
2020-03-23,Ratatouille,2007,https://boxd.it/27ww,4
2020-05-09,The Lighthouse,2019,https://boxd.it/icFU,3.5
2020-08-23,The Little Shop of Horrors,1960,https://boxd.it/1xDm,2.5
2020-09-09,Southbound,2015,https://boxd.it/bX3Y,4
2020-09-09,The Lodge,2019,https://boxd.it/h2c2,2.5
2020-12-20,The Queen's Gambit,2020,https://boxd.it/s1Ym,4
2020-12-26,Soul,2020,https://boxd.it/ioLA,4.5
2020-12-27,Sound of Metal,2019,https://boxd.it/i7Q4,4.5
2021-02-06,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3
2021-02-06,Crawl,2019,https://boxd.it/iwYi,3.5
2021-02-12,A Quiet Place,2018,https://boxd.it/fVJQ,3.5
2021-03-05,Judas and the Black Messiah,2021,https://boxd.it/lsew,4.5
2021-03-06,Nomadland,2020,https://boxd.it/lnRy,4.5
2021-03-12,There Will Be Blood,2007,https://boxd.it/20Z2,4
2021-03-16,The Handmaiden,2016,https://boxd.it/948A,4
2021-03-21,Minari,2020,https://boxd.it/mL9M,4.5
2021-04-12,Burning,2018,https://boxd.it/hHUa,5
2021-05-01,I Saw the Devil,2010,https://boxd.it/FaK,3.5
2021-05-21,Saw III,2006,https://boxd.it/2aRC,3.5
2021-05-29,A Quiet Place Part II,2020,https://boxd.it/iTx0,4
2021-06-07,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,3
2021-06-08,Bo Burnham: Inside,2021,https://boxd.it/v2uy,3.5
2021-06-09,Memories of Murder,2003,https://boxd.it/1TSo,4
2021-06-10,Suspiria,2018,https://boxd.it/cioI,3.5
2021-06-18,Dogtooth,2009,https://boxd.it/158K,3.5
2021-06-21,Saint Maud,2019,https://boxd.it/l8QA,2.5
2021-07-08,State of Play,2009,https://boxd.it/1JnA,3
2021-07-15,The Strange Thing About the Johnsons,2011,https://boxd.it/56nO,3.5
2021-07-16,A Classic Horror Story,2021,https://boxd.it/sRY4,2.5
2021-07-21,The Act of Killing,2012,https://boxd.it/44Cg,4.5
2021-07-25,I Care a Lot,2020,https://boxd.it/mcHk,3.5
2021-07-26,Possessor,2020,https://boxd.it/fsJW,4
2021-07-28,Let the Right One In,2008,https://boxd.it/1Qr0,4
2021-07-31,The Lords of Salem,2012,https://boxd.it/3yDm,2
2021-08-01,My Heart Can't Beat Unless You Tell It To,2020,https://boxd.it/pLFY,4
2021-08-02,Ju-on: The Grudge,2002,https://boxd.it/1SY6,4.5
2021-08-04,Funny Games,1997,https://boxd.it/1WKM,3.5
2021-08-05,Lake Mungo,2008,https://boxd.it/1rWM,4
2021-08-06,Onibaba,1964,https://boxd.it/252a,4
2021-08-07,Pulse,2001,https://boxd.it/1s3y,4
2021-08-15,The Descent,2005,https://boxd.it/1YNy,4.5
2021-08-17,The Hills Have Eyes,1977,https://boxd.it/1Sa6,2.5
2021-08-20,Lights Out,2016,https://boxd.it/bAHc,3.5
2021-08-21,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5
2021-08-24,Alien,1979,https://boxd.it/2awY,4.5
2021-08-25,The Wicker Man,1973,https://boxd.it/1KnG,4
2021-08-28,No Country for Old Men,2007,https://boxd.it/21ew,4.5
2021-08-29,Tigers Are Not Afraid,2017,https://boxd.it/bIww,4.5
2021-08-30,The Brood,1979,https://boxd.it/1ovS,3.5
2021-09-10,A Tale of Two Sisters,2003,https://boxd.it/248m,4.5
2021-09-14,Malignant,2021,https://boxd.it/mViE,3
2021-09-26,Prom Night,2008,https://boxd.it/201c,1.5
2021-10-02,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4
2021-10-03,Titane,2021,https://boxd.it/nlQC,4
2021-10-04,The Invisible Man,2020,https://boxd.it/kWlA,4
2021-10-06,The Empty Man,2020,https://boxd.it/iIWS,3.5
2021-10-13,V/H/S/94,2021,https://boxd.it/shhy,3
2021-10-16,The Medium,2021,https://boxd.it/s0oi,3.5
2021-10-16,Ringu,1998,https://boxd.it/26tw,4
2021-10-18,Trick 'r Treat,2007,https://boxd.it/1zvE,4
2021-10-19,Hellraiser,1987,https://boxd.it/1Zpi,4.5
2021-10-22,Noroi: The Curse,2005,https://boxd.it/1BN6,4.5
2021-10-23,The Wailing,2016,https://boxd.it/9fLy,5
2021-10-29,High Life,2018,https://boxd.it/d6bk,2.5
2021-11-01,Kandisha,2020,https://boxd.it/mqtG,2.5
2021-11-03,The Return of the Living Dead,1985,https://boxd.it/1V3W,3.5
2021-11-10,Caveat,2020,https://boxd.it/rX5M,3.5
2021-11-17,Mother,2009,https://boxd.it/1m9g,4
2021-11-22,The Terror Within,1989,https://boxd.it/1nGK,2
2021-11-22,The Terror Within II,1991,https://boxd.it/3XwU,1.5
2021-11-22,Deathstalker,1983,https://boxd.it/1Lhu,1
2021-11-23,The Lobster,2015,https://boxd.it/7tnw,4
2021-11-24,Her,2013,https://boxd.it/4O24,4
2021-11-26,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5
2021-12-16,Natural Born Killers,1994,https://boxd.it/2aNg,3
2021-12-17,Les Misérables,2012,https://boxd.it/2TT4,1.5
2021-12-26,The Nine Lives of Christmas,2014,https://boxd.it/9vBY,3.5
2021-12-28,Don't Look Up,2021,https://boxd.it/o0Hc,2.5
2021-12-31,Licorice Pizza,2021,https://boxd.it/qTKY,3
2022-01-02,Censor,2021,https://boxd.it/oHFS,3.5
2022-01-03,Gaia,2021,https://boxd.it/tWfq,3
2022-01-04,Punch-Drunk Love,2002,https://boxd.it/20E4,2.5
2022-01-14,I Know What You Did Last Summer,1997,https://boxd.it/2588,3
2022-01-15,The Alpinist,2021,https://boxd.it/psEM,4.5
2022-01-16,Kwaidan,1964,https://boxd.it/1kbY,4
2022-01-20,Creep,2014,https://boxd.it/7l4c,4
2022-01-21,Terrified,2017,https://boxd.it/hCyy,3
2022-01-23,The Host,2006,https://boxd.it/28ZY,3.5
2022-01-25,You Won't Be Alone,2022,https://boxd.it/xjIG,3.5
2022-01-27,House,1977,https://boxd.it/1vsm,4
2022-01-28,Hellbound: Hellraiser II,1988,https://boxd.it/1ZfW,3.5
2022-01-31,Suspiria,1977,https://boxd.it/1SNW,4
2022-02-04,The Thing,1982,https://boxd.it/294O,4.5
