Date,Name,Year,Letterboxd URI,Rating,ratingCount,communityScoreRaw,communityScoreWeighted
2019-01-18,Get Out,2017,https://boxd.it/eOCm,5.0,835477,9,4.17
2019-01-18,Pulp Fiction,1994,https://boxd.it/29Pq,2.0,861363,8,4.31
2019-01-18,The Dark Knight,2008,https://boxd.it/2b0k,3.0,852889,10,4.43
2019-01-18,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,4.0,592689,10,3.5
2019-01-18,Inception,2010,https://boxd.it/1skk,2.0,889327,8,4.17
2019-01-18,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,4.0,526951,9,3.19
2019-01-18,Fight Club,1999,https://boxd.it/2a9q,3.0,802313,10,4.26
2019-01-18,The Wolf of Wall Street,2013,https://boxd.it/3C1m,3.0,735040,9,4.0
2019-01-18,The Shining,1980,https://boxd.it/29Nu,4.0,681905,10,4.28
2019-01-18,Inglourious Basterds,2009,https://boxd.it/1JzG,3.0,726141,10,4.28
2019-01-18,Inside Out,2015,https://boxd.it/4KHC,3.0,607246,10,3.89
2019-01-18,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,5.0,366311,2,3.98
2019-01-18,Star Wars,1977,https://boxd.it/72s,4.0,567873,9,4.21
2019-01-18,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4.0,468059,4,3.62
2019-01-18,Drive,2011,https://boxd.it/IG,4.0,462067,2,3.97
2019-01-18,The Martian,2015,https://boxd.it/8SeG,4.0,482881,4,3.72
2019-01-18,The Godfather,1972,https://boxd.it/2aNK,4.0,501079,10,4.54
2019-01-18,The Empire Strikes Back,1980,https://boxd.it/27Vw,4.0,518432,10,4.4
2019-01-18,The Social Network,2010,https://boxd.it/17ue,4.0,648970,10,3.95
2019-01-18,Kill Bill: Vol. 1,2003,https://boxd.it/70w,1.0,593625,10,4.14
2019-01-18,The Silence of the Lambs,1991,https://boxd.it/2aHW,4.0,583456,10,4.31
2019-01-18,Se7en,1995,https://boxd.it/29zs,4.0,577624,10,4.26
2019-01-18,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,1.0,555277,9,4.32
2019-01-18,Nightcrawler,2014,https://boxd.it/780m,4.0,461844,8,4.03
2019-01-18,Hereditary,2018,https://boxd.it/hNVe,5.0,548058,8,4.0
2019-01-18,Jurassic Park,1993,https://boxd.it/2aA2,5.0,478648,10,4.1
2019-01-18,Forrest Gump,1994,https://boxd.it/728,5.0,646341,1,4.11
2019-01-18,Spirited Away,2001,https://boxd.it/2b4m,5.0,624805,10,4.47
2019-01-18,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,2.0,591297,7,3.87
2019-01-18,The Shawshank Redemption,1994,https://boxd.it/2aHi,3.0,513454,10,4.46
2019-01-18,Moonrise Kingdom,2012,https://boxd.it/2Wng,3.0,362626,10,3.99
2019-01-18,Room,2015,https://boxd.it/7T0y,4.0,326667,8,4.01
2019-01-18,Reservoir Dogs,1992,https://boxd.it/2agc,3.0,433977,9,4.12
2019-01-18,Psycho,1960,https://boxd.it/2ab2,4.0,349874,8,4.31
2019-01-18,Up,2009,https://boxd.it/1OEc,4.0,549088,10,4.07
2019-01-18,Return of the Jedi,1983,https://boxd.it/27Vm,4.0,430897,10,4.0
2019-01-18,GoodFellas,1990,https://boxd.it/29FA,4.0,425936,9,4.42
2019-01-18,The Truman Show,1998,https://boxd.it/18U8,1.0,629583,10,4.14
2019-01-18,Split,2016,https://boxd.it/dgSy,1.0,420027,9,3.5
2019-01-18,The Witch,2015,https://boxd.it/9X0m,4.5,370172,9,3.86
2019-01-18,Jaws,1975,https://boxd.it/2a5e,4.0,356812,10,4.01
2019-01-18,Zodiac,2007,https://boxd.it/27MO,4.0,437322,10,3.98
2019-01-18,Pan's Labyrinth,2006,https://boxd.it/28No,4.0,321312,9,4.14
2019-01-18,Spotlight,2015,https://boxd.it/a84k,4.0,252784,9,3.99
2019-01-18,Finding Nemo,2003,https://boxd.it/72i,5.0,479003,9,4.04
2019-01-18,Shutter Island,2010,https://boxd.it/1U82,1.5,542924,8,4.01
2019-01-18,Moana,2016,https://boxd.it/8tfY,3.5,357427,8,3.77
2019-01-18,It Follows,2014,https://boxd.it/87wo,2.5,254158,10,3.56
2019-01-18,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,3.5,481043,10,4.08
2019-01-18,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,3.5,289715,3,3.0
2019-01-18,The Imitation Game,2014,https://boxd.it/6aig,4.0,313103,8,3.75
2019-01-18,Schindler's List,1993,https://boxd.it/2aq2,4.5,307315,10,4.42
2019-01-18,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4.0,473076,10,3.77
2019-01-18,Die Hard,1988,https://boxd.it/2a7u,3.0,297943,9,4.08
2019-01-18,Silver Linings Playbook,2012,https://boxd.it/2TTo,3.0,309526,4,3.62
2019-01-18,"Monsters, Inc.",2001,https://boxd.it/2a46,4.0,447520,8,4.06
2019-01-18,Apocalypse Now,1979,https://boxd.it/6ZS,3.0,255884,9,4.36
2019-01-18,Avatar,2009,https://boxd.it/1Efm,0.5,438580,3,3.34
2019-01-18,The Big Short,2015,https://boxd.it/ajZw,3.5,283523,6,3.76
2019-01-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,3.5,406111,9,3.92
2019-01-18,Oldboy,2003,https://boxd.it/29R2,4.0,269810,10,4.31
2019-01-18,Trainspotting,1996,https://boxd.it/29XY,2.0,288116,9,4.13
2019-01-18,Finding Dory,2016,https://boxd.it/4aAA,4.0,283923,7,3.32
2019-01-18,Halloween,1978,https://boxd.it/2wRu,3.5,288160,9,3.91
2019-01-18,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US,4.0,382938,7,3.47
2019-01-18,The Cabin in the Woods,2011,https://boxd.it/1zOc,4.0,277303,9,3.48
2019-01-18,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,3.0,378850,1,2.69
2019-01-18,Citizen Kane,1941,https://boxd.it/71O,3.0,216022,10,4.19
2019-01-18,Casablanca,1942,https://boxd.it/2aG0,3.0,199533,10,4.24
2019-01-18,The Babadook,2014,https://boxd.it/77xu,3.5,218291,7,3.46
2019-01-18,Catch Me If You Can,2002,https://boxd.it/29VS,4.0,388618,8,3.99
2019-01-18,Bird Box,2018,https://boxd.it/eh1i,4.0,321961,5,2.89
2019-02-12,Velvet Buzzsaw,2019,https://boxd.it/gAy0,3.0,100738,5,2.43
2019-02-16,Halloween,2018,https://boxd.it/f0uE,4.0,174794,6,3.27
2019-02-16,Rosemary's Baby,1968,https://boxd.it/29zM,3.0,176272,8,4.16
2019-02-16,The Exorcist,1973,https://boxd.it/1Yoo,3.5,224161,8,4.01
2019-02-16,The Conjuring,2013,https://boxd.it/4sr2,3.0,302245,7,3.57
2019-02-16,It Comes at Night,2017,https://boxd.it/eLuk,3.0,109000,8,3.24
2019-02-16,Carrie,1976,https://boxd.it/20ZQ,3.0,175241,10,3.84
2019-02-16,28 Days Later,2002,https://boxd.it/2aXU,2.5,173409,8,3.72
2019-02-16,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,3.5,182471,8,3.76
2019-02-16,The Evil Dead,1981,https://boxd.it/29Go,3.5,155918,5,3.72
2019-02-16,The Blair Witch Project,1999,https://boxd.it/26ua,3.5,190171,7,3.34
2019-02-16,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,3.0,170066,8,3.95
2019-02-16,I Am Legend,2007,https://boxd.it/21DG,2.5,217985,8,3.27
2019-02-16,The Birds,1963,https://boxd.it/2a6m,3.0,130065,7,3.74
2019-02-16,Gremlins,1984,https://boxd.it/29gg,3.0,154220,8,3.65
2019-02-16,The Conjuring 2,2016,https://boxd.it/7GJg,2.5,173635,6,3.37
2019-02-16,Saw,2004,https://boxd.it/2aWW,4.0,187828,8,3.54
2019-02-16,Evil Dead II,1987,https://boxd.it/29Ge,3.0,116496,10,4.03
2019-02-16,Night of the Living Dead,1968,https://boxd.it/1WwA,3.0,105452,9,3.98
2019-02-16,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS,2.5,146347,8,3.45
2019-02-16,Hush,2016,https://boxd.it/d5ys,3.5,154461,7,3.27
2019-02-16,From Dusk Till Dawn,1996,https://boxd.it/29HQ,3.0,120850,9,3.49
2019-02-16,Poltergeist,1982,https://boxd.it/2a0o,3.5,114375,7,3.56
2019-02-16,Nosferatu,1922,https://boxd.it/29TM,3.0,78136,9,3.88
2019-02-16,The Purge,2013,https://boxd.it/4Xg0,3.0,161951,3,2.67
2019-02-16,Insidious,2010,https://boxd.it/H4k,3.0,148040,5,3.21
2019-02-16,The Others,2001,https://boxd.it/27Po,3.0,114866,8,3.69
2019-02-16,Gerald's Game,2017,https://boxd.it/buKa,2.5,102146,6,3.21
2019-02-16,The Visit,2015,https://boxd.it/9ssO,3.0,96091,4,3.05
2019-02-16,Evil Dead,2013,https://boxd.it/3GPq,4.0,87971,3,3.31
2019-02-16,Antichrist,2009,https://boxd.it/1Inu,3.0,83195,5,3.41
2019-02-16,Warm Bodies,2013,https://boxd.it/2TFm,3.0,97318,7,2.91
2019-02-16,The Ring,2002,https://boxd.it/2a70,3.0,121720,8,3.31
2019-02-16,You're Next,2011,https://boxd.it/2WWK,2.5,76011,5,3.35
2019-02-16,Army of Darkness,1992,https://boxd.it/29G4,3.5,87021,8,3.72
2019-02-16,The Mist,2007,https://boxd.it/22r2,3.0,93390,8,3.42
2019-02-16,Friday the 13th,1980,https://boxd.it/24fs,3.5,111448,7,3.11
2019-02-16,The Ritual,2017,https://boxd.it/fo0I,3.0,91071,7,3.2
2019-02-16,Paranormal Activity,2007,https://boxd.it/1yIM,3.5,110848,9,2.85
2019-02-16,Sinister,2012,https://boxd.it/2TnW,3.0,118944,6,3.25
2019-02-16,Audition,1999,https://boxd.it/1UHm,4.0,71959,7,3.8
2019-02-16,Drag Me to Hell,2009,https://boxd.it/1Jzw,2.5,77958,9,3.19
2019-02-16,Oculus,2013,https://boxd.it/4W9M,2.5,57785,9,3.17
2019-02-16,The Woman in Black,2012,https://boxd.it/4wu,2.5,63265,6,2.87
2019-02-16,The Omen,1976,https://boxd.it/29By,4.0,55141,7,3.62
2019-02-16,Mama,2013,https://boxd.it/4i9s,3.0,63206,6,2.72
2019-02-16,Orphan,2009,https://boxd.it/1CgM,3.5,100295,7,3.27
2019-02-16,Saw II,2005,https://boxd.it/2aRs,3.0,95106,6,3.03
2019-02-16,Christine,1983,https://boxd.it/1ZRQ,4.0,51527,7,3.45
2019-02-16,The Strangers,2008,https://boxd.it/1VGY,4.0,65886,4,3.02
2019-02-16,1408,2007,https://boxd.it/25Vu,3.0,55854,8,3.14
2019-02-16,Silent Hill,2006,https://boxd.it/2a3C,3.0,57632,6,3.0
2019-02-16,Candyman,1992,https://boxd.it/1Ys6,3.0,98112,7,3.64
2019-02-16,"As Above, So Below",2014,https://boxd.it/7yui,2.5,72914,7,3.1
2019-02-16,V/H/S,2012,https://boxd.it/2Y1c,4.0,42519,5,2.87
2019-02-16,Hostel,2005,https://boxd.it/28ig,4.0,61419,8,2.73
2019-02-16,Halloween,2007,https://boxd.it/27u6,3.5,50202,7,2.72
2019-02-16,Creep 2,2017,https://boxd.it/dSEO,3.5,49345,6,3.36
2019-02-16,Jeepers Creepers,2001,https://boxd.it/1ZAg,3.0,48725,10,3.01
2019-02-16,Slither,2006,https://boxd.it/1Zks,3.0,34709,7,3.29
2019-02-16,The Devil's Rejects,2005,https://boxd.it/28hC,4.0,36451,9,3.36
2019-02-16,The Hills Have Eyes,2006,https://boxd.it/1XNC,3.5,41662,1,3.03
2019-02-16,Saw IV,2007,https://boxd.it/29Sa,3.0,56912,6,2.59
2019-02-16,The Grudge,2004,https://boxd.it/27Jq,4.0,44740,10,2.75
2019-02-16,Children of the Corn,1984,https://boxd.it/1ViW,3.5,39338,4,2.74
2019-02-16,Paranormal Activity 2,2010,https://boxd.it/ZnO,2.5,45616,4,2.53
2019-02-16,V/H/S/2,2013,https://boxd.it/4Ysw,2.5,27179,8,2.96
2019-02-16,The Human Centipede (First Sequence),2009,https://boxd.it/18Tu,3.0,44297,3,2.01
2019-02-16,Housebound,2014,https://boxd.it/7qOk,2.5,18191,7,3.43
2019-02-16,Rubber,2010,https://boxd.it/P2m,3.0,26812,3,2.83
2019-02-16,Saw V,2008,https://boxd.it/1SMa,2.5,50409,2,2.53
2019-02-16,John Dies at the End,2012,https://boxd.it/2BSW,2.0,17550,8,3.1
2019-02-16,Snakes on a Plane,2006,https://boxd.it/2aAw,3.0,42145,6,2.42
2019-02-16,The Eyes of My Mother,2016,https://boxd.it/cTd8,5.0,15497,8,3.36
2019-02-16,The Crazies,2010,https://boxd.it/1nvW,3.5,31932,7,3.0
2019-02-16,House of Wax,2005,https://boxd.it/1XaU,3.0,51278,6,2.76
2019-02-16,Pontypool,2008,https://boxd.it/1yBw,3.0,18548,9,3.43
2019-02-16,Saw 3D,2010,https://boxd.it/Znk,2.5,43337,4,2.27
2019-02-16,Cabin Fever,2002,https://boxd.it/1TAu,3.0,27650,8,2.8
2019-02-16,Saw VI,2009,https://boxd.it/1A2y,3.0,45221,9,2.73
2019-02-16,XX,2017,https://boxd.it/9pU6,4.0,14798,6,2.35
2019-02-16,A Serbian Film,2010,https://boxd.it/2wBc,2.5,31002,2,2.1
2019-02-17,The Sacrament,2013,https://boxd.it/6iEY,3.0,12411,1,3.0
2019-02-18,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2,3.0,79831,5,3.24
2019-02-25,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3.0,228431,9,3.75
2019-03-26,Us,2019,https://boxd.it/gnV6,4.0,531183,9,3.71
2019-04-01,The Dirt,2019,https://boxd.it/aGN4,3.0,38973,3,3.05
2019-04-01,The Dawn Wall,2017,https://boxd.it/hCP0,4.5,13337,10,3.98
2019-04-01,Lady Bird,2017,https://boxd.it/dGNE,3.5,729945,10,3.9
2019-04-01,Jurassic World,2015,https://boxd.it/4n0g,3.0,345309,4,2.99
2019-04-01,Green Room,2015,https://boxd.it/a75m,3.5,155592,9,3.71
2019-04-01,Apostle,2018,https://boxd.it/f0so,3.5,50060,7,3.12
2019-04-30,Friday the 13th,2009,https://boxd.it/1QAw,2.5,51767,4,2.49
2020-01-07,Marriage Story,2019,https://boxd.it/hJAw,3.0,513972,9,4.0
2020-01-07,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,4.0,425394,2,2.62
2020-01-07,It,2017,https://boxd.it/bC8e,4.0,555701,8,3.52
2020-01-07,Raw,2016,https://boxd.it/dLd2,5.0,160249,9,3.7
2020-01-08,Free Solo,2018,https://boxd.it/iEEq,4.5,86108,7,3.97
2020-01-11,Casting JonBenet,2017,https://boxd.it/fgXM,3.5,13823,8,3.25
2020-01-26,Midsommar,2019,https://boxd.it/jhxe,4.5,747720,7,3.83
2020-02-24,Parasite,2019,https://boxd.it/hTha,5.0,1126523,10,4.59
2020-03-23,Ratatouille,2007,https://boxd.it/27ww,4.0,549276,10,4.12
2020-05-09,The Lighthouse,2019,https://boxd.it/icFU,3.5,450715,10,4.05
2020-08-23,The Little Shop of Horrors,1960,https://boxd.it/1xDm,2.5,11192,5,3.11
2020-09-09,Southbound,2015,https://boxd.it/bX3Y,4.0,14842,8,3.02
2020-09-09,The Lodge,2019,https://boxd.it/h2c2,2.5,63368,4,3.17
2020-12-20,The Queen's Gambit,2020,https://boxd.it/s1Ym,4.0,271292,9,4.27
2020-12-26,Soul,2020,https://boxd.it/ioLA,4.5,535012,9,4.05
2020-12-27,Sound of Metal,2019,https://boxd.it/i7Q4,4.5,268453,10,4.13
2021-02-06,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3.0,96981,7,3.51
2021-02-06,Crawl,2019,https://boxd.it/iwYi,3.5,87486,7,2.97
2021-02-12,A Quiet Place,2018,https://boxd.it/fVJQ,3.5,566378,6,3.71
2021-03-05,Judas and the Black Messiah,2021,https://boxd.it/lsew,4.5,169814,9,4.03
2021-03-06,Nomadland,2020,https://boxd.it/lnRy,4.5,262103,9,3.87
2021-03-12,There Will Be Blood,2007,https://boxd.it/20Z2,4.0,322818,4,4.39
2021-03-16,The Handmaiden,2016,https://boxd.it/948A,4.0,209478,10,4.36
2021-03-21,Minari,2020,https://boxd.it/mL9M,4.5,208382,9,4.1
2021-04-12,Burning,2018,https://boxd.it/hHUa,5.0,135352,8,4.0
2021-05-01,I Saw the Devil,2010,https://boxd.it/FaK,3.5,77721,10,3.97
2021-05-21,Saw III,2006,https://boxd.it/2aRC,3.5,74131,4,2.81
2021-05-29,A Quiet Place Part II,2020,https://boxd.it/iTx0,4.0,249173,8,3.59
2021-06-07,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,3.0,145662,6,2.85
2021-06-08,Bo Burnham: Inside,2021,https://boxd.it/v2uy,3.5,225036,10,4.23
2021-06-09,Memories of Murder,2003,https://boxd.it/1TSo,4.0,162056,10,4.29
2021-06-10,Suspiria,2018,https://boxd.it/cioI,3.5,172407,9,3.74
2021-06-18,Dogtooth,2009,https://boxd.it/158K,3.5,104684,7,3.79
2021-06-21,Saint Maud,2019,https://boxd.it/l8QA,2.5,84189,7,3.55
2021-07-08,State of Play,2009,https://boxd.it/1JnA,3.0,23341,6,3.26
2021-07-15,The Strange Thing About the Johnsons,2011,https://boxd.it/56nO,3.5,25354,6,3.32
2021-07-16,A Classic Horror Story,2021,https://boxd.it/sRY4,2.5,26489,8,2.76
2021-07-21,The Act of Killing,2012,https://boxd.it/44Cg,4.5,43614,10,4.23
2021-07-25,I Care a Lot,2020,https://boxd.it/mcHk,3.5,174776,7,3.12
2021-07-26,Possessor,2020,https://boxd.it/fsJW,4.0,74955,8,3.63
2021-07-28,Let the Right One In,2008,https://boxd.it/1Qr0,4.0,92806,10,4.01
2021-07-31,The Lords of Salem,2012,https://boxd.it/3yDm,2.0,20815,9,2.9
2021-08-01,My Heart Can't Beat Unless You Tell It To,2020,https://boxd.it/pLFY,4.0,3672,8,3.33
2021-08-02,Ju-on: The Grudge,2002,https://boxd.it/1SY6,4.5,25193,10,3.34
2021-08-04,Funny Games,1997,https://boxd.it/1WKM,3.5,80047,9,3.88
2021-08-05,Lake Mungo,2008,https://boxd.it/1rWM,4.0,34093,10,3.46
2021-08-06,Onibaba,1964,https://boxd.it/252a,4.0,22350,10,4.04
2021-08-07,Pulse,2001,https://boxd.it/1s3y,4.0,29766,10,3.64
2021-08-15,The Descent,2005,https://boxd.it/1YNy,4.5,100936,9,3.63
2021-08-17,The Hills Have Eyes,1977,https://boxd.it/1Sa6,2.5,33457,8,3.13
2021-08-20,Lights Out,2016,https://boxd.it/bAHc,3.5,71323,4,2.78
2021-08-21,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5.0,314337,10,4.43
2021-08-24,Alien,1979,https://boxd.it/2awY,4.5,413004,9,4.29
2021-08-25,The Wicker Man,1973,https://boxd.it/1KnG,4.0,80756,8,3.88
2021-08-28,No Country for Old Men,2007,https://boxd.it/21ew,4.5,457411,8,4.27
2021-08-29,Tigers Are Not Afraid,2017,https://boxd.it/bIww,4.5,14706,9,3.67
2021-08-30,The Brood,1979,https://boxd.it/1ovS,3.5,34714,8,3.58
2021-09-10,A Tale of Two Sisters,2003,https://boxd.it/248m,4.5,38225,8,3.65
2021-09-14,Malignant,2021,https://boxd.it/mViE,3.0,144763,8,3.15
2021-09-26,Prom Night,2008,https://boxd.it/201c,1.5,12568,2,1.78
2021-10-02,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4.0,175577,10,3.9
2021-10-03,Titane,2021,https://boxd.it/nlQC,4.0,115637,10,3.72
2021-10-04,The Invisible Man,2020,https://boxd.it/kWlA,4.0,277327,8,3.54
2021-10-06,The Empty Man,2020,https://boxd.it/iIWS,3.5,37595,8,3.24
2021-10-13,V/H/S/94,2021,https://boxd.it/shhy,3.0,18579,8,2.92
2021-10-16,The Medium,2021,https://boxd.it/s0oi,3.5,10856,7,3.4
2021-10-16,Ringu,1998,https://boxd.it/26tw,4.0,46840,7,3.56
2021-10-18,Trick 'r Treat,2007,https://boxd.it/1zvE,4.0,66087,10,3.57
2021-10-19,Hellraiser,1987,https://boxd.it/1Zpi,4.5,95800,6,3.53
2021-10-22,Noroi: The Curse,2005,https://boxd.it/1BN6,4.5,18196,10,3.68
2021-10-23,The Wailing,2016,https://boxd.it/9fLy,5.0,75307,9,3.92
2021-10-29,High Life,2018,https://boxd.it/d6bk,2.5,79814,6,3.28
2021-11-01,Kandisha,2020,https://boxd.it/mqtG,2.5,1791,6,2.93
2021-11-03,The Return of the Living Dead,1985,https://boxd.it/1V3W,3.5,38346,10,3.84
2021-11-10,Caveat,2020,https://boxd.it/rX5M,3.5,7279,6,3.22
2021-11-17,Mother,2009,https://boxd.it/1m9g,4.0,68083,9,4.06
2021-11-22,The Terror Within,1989,https://boxd.it/1nGK,2.0,1038,6,2.44
2021-11-22,The Terror Within II,1991,https://boxd.it/3XwU,1.5,304,7,2.4
2021-11-22,Deathstalker,1983,https://boxd.it/1Lhu,1.0,3148,6,2.23
2021-11-23,The Lobster,2015,https://boxd.it/7tnw,4.0,324848,9,3.78
2021-11-24,Her,2013,https://boxd.it/4O24,4.0,590562,9,4.05
2021-11-26,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5,412340,8,3.61
2021-12-16,Natural Born Killers,1994,https://boxd.it/2aNg,3.0,90687,9,3.51
2021-12-17,Les Misérables,2012,https://boxd.it/2TT4,1.5,170745,2,3.53
2021-12-26,The Nine Lives of Christmas,2014,https://boxd.it/9vBY,3.5,892,7,3.05
2021-12-28,Don't Look Up,2021,https://boxd.it/o0Hc,2.5,500445,5,3.19
2021-12-31,Licorice Pizza,2021,https://boxd.it/qTKY,3.0,121157,9,3.9
2022-01-02,Censor,2021,https://boxd.it/oHFS,3.5,35002,7,3.26
2022-01-03,Gaia,2021,https://boxd.it/tWfq,3.0,5967,6,2.99
2022-01-04,Punch-Drunk Love,2002,https://boxd.it/20E4,2.5,180964,10,3.96
2022-01-14,I Know What You Did Last Summer,1997,https://boxd.it/2588,3.0,70127,7,2.86
2022-01-15,The Alpinist,2021,https://boxd.it/psEM,4.5,8866,7,3.81
2022-01-16,Kwaidan,1964,https://boxd.it/1kbY,4.0,18417,10,4.14
2022-01-20,Creep,2014,https://boxd.it/7l4c,4.0,92236,9,3.35
2022-01-21,Terrified,2017,https://boxd.it/hCyy,3.0,16032,7,3.22
2022-01-23,The Host,2006,https://boxd.it/28ZY,3.5,118612,10,3.72
2022-01-25,You Won't Be Alone,2022,https://boxd.it/xjIG,3.5,960,7,3.42
2022-01-27,House,1977,https://boxd.it/1vsm,4.0,91663,10,4.0
2022-01-28,Hellbound: Hellraiser II,1988,https://boxd.it/1ZfW,3.5,31535,9,3.25
2022-01-31,Suspiria,1977,https://boxd.it/1SNW,4.0,158626,10,3.96
2022-02-04,The Thing,1982,https://boxd.it/294O,4.5,275110,10,4.31
